"Date","Consignatario","Expedidor","Origen del envío","Destino del envío","Código HS","Mercancías enviadas","Goods Shipped","Gross Weight (kg)","Gross Weight (t)","Valor de las mercancías (USD)"
"2021-01-11","Syngenta Protecao De Cultivos Ltda","Bulkhaul","NEW ORLEANS (LA)","SANTOS","38089300","2 X 40 CONTAINERS CONTAINING 80 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. ATRAZINE F-A, S-F, ERG 171 GESAPRIM GRDA","","39046","39.05","308000"
"2021-01-11","Sumitomo Rubber Do Brasil Ltda","Sumitomo Corporation","KOBE","PARANAGUA","29336992","1 X 20 CONTAINERS CONTAINING 2 PALLET OF RAW MATERIAL FOR TYRE ACCELERATOR H HMT SANCELER H-T","","1048","1.05","2900"
"2021-01-11","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","34020000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF TERGITOL TM 15-S-9 SURFACTANT STEEL DRUM","","17242","17.24","45300"
"2021-01-11","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","RIO DE JANEIRO","39010000","2 X 40 & 2 X 40 CONTAINERS CONTAINING 3960 BAGS OF AGILITY(TM) 1200 PERFORMANCE LDPE","","100485","100.49","108000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF    HDPE NG 7000 H","","110160","110.16","7656000"
"2021-01-11","Soft Film Industria E Comercio De Plasticos Ltda","Dow Group","HOUSTON (TX)","SANTOS","39010000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","50242","50.24","54200"
"2021-01-11","Blue Cube Brasil Comercio De Produtos Quimicos Ltda","Blue Cube Operations Llc","FREEPORT (TX)","PARANAGUA","28151200","SODIUM HYDROXIDE SOLUTION ( CAUSTIC SODASOLUTION 50% MEMBRANE GRADE M BULK","","3989300.05","3989.3","578000"
"2021-01-11","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","5 X 40 CONTAINERS CONTAINING 5 OF    HDPE 35060L BLK","","125400","125.4","8715000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","3 X 40 CONTAINERS CONTAINING 3240 BAGS OF    DOWLEX NG2038.11B BG6025","","82620","82.62","5742000"
"2021-01-11","Dow Brasil Sudeste Industrial Ltda","Intermodal Tank Transport","HOUSTON (TX)","SANTOS","29220000","3 X 20 CONTAINERS CONTAINING 3 TANK OF DIETHANOLAMINE BULK UN3077 ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID N.O.S., MOL TEN DIETHANOLAMINE RQ IMDG","","61552","61.55","110000"
"2021-01-11","Sumitomo Rubber Do Brasil Ltda","Sumitomo Corporation","YOKOHAMA","PARANAGUA","40112090","2 X 40 CONTAINERS CONTAINING 440 UNIT OF TRUCK TIRES","","24014","24.01",""
"2021-01-11","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","RIO DE JANEIRO","39010000","1 X 40 & 3 X 40 CONTAINERS CONTAINING 3960 BAGS OF AGILITY(TM) 1200 PERFORMANCE LDPE","","100485","100.49","108000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","3 X 40 CONTAINERS CONTAINING 3240 BAGS OF   DOWLEX NG2038.11B BG6025","","82620","82.62","5742000"
"2021-01-11","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","RIO DE JANEIRO","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF AGILITY(TM) 1200 PERFORMANCE LDPE","","100485","100.49","108000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF     HDPE NG 7000 H","","110160","110.16","7656000"
"2021-01-11","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","RIO DE JANEIRO","39010000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF ELITE(TM) 5230 G ENHANCED POLYETHYLENE RESIN","","50242","50.24","54200"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF     DOWLEX NG2045B BG6025","","110160","110.16","7656000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF    HDPE NG 7000","","110160","110.16","7656000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF    MDPE NG","","110160","110.16","7656000"
"2021-01-11","Dow Brasil Sudeste Industrial Ltda","Intermodal Tank Transport","HOUSTON (TX)","SANTOS","29150000","3 X 20 CONTAINERS CONTAINING 3 TANK OF DANGEROUS LIQUIDS PROPIONIC ACID, FCC, PET GRADE BULK PROPIONIC ACID IMDG CODE SEGREGATION GROUP - ACIDS","","59928","59.93","50400"
"2021-01-11","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","RIO DE JANEIRO","39010000","3 X 40 & 1 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOW(TM) DPDA-3152 NT 7 MEDIUM DENSITY POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF     : DOWLEX NG2045B BG6025","","110160","110.16","7656000"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF    HDPE 35060L","","110160","110.16","7656000"
"2021-01-11","Bandeirante Quimica Ltda","Dow Group","HOUSTON (TX)","SANTOS","34020000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF TERGITOL TM NP-6 SURFACTANT ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S. NONYLPHENOL POLYETHYLENE GLYCOL ETHER TERGITOL TM NP-4 SURFACTANT TERGITOL TM NP-30 70% AQUEOUS TERGITOL TM 15-S-7 SURFACTANT TERGITOL TM NP-30 SURFACTANT TERGITOL TM 15-S-9 SURFACTANT","","17340","17.34","45600"
"2021-01-11","Dow Brasil Sudeste Industrial Ltda","Intermodal Tank Transport","HOUSTON (TX)","SANTOS","39070000","2 X 20 CONTAINERS CONTAINING 2 TANK OF NONDANGEROUS LIQUIDS SPECFLEX TM NC 701 POLYOL BULK","","42964","42.96","114000"
"2021-01-11","Dow Agrosciences Industrial Ltda","Intermodal Tank Transport","NEW ORLEANS (LA)","SANTOS","29210000","1 X 20 CONTAINERS CONTAINING 1 TANK OF ETHYLENEDIAMINE BULK UN1604 ALKALIS","","19998","20","52800"
"2021-01-11","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Pbb Polisur Srl","BUENOS AIRES","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 72 PALLET OF    LDPE 219M","","110160","110.16","7656000"
"2021-01-11","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","39072000","1 X 20 CONTAINERS CONTAINING 1 TANK OF NONDANGEROUS LIQUIDS VORANOL TM COPOLYMER POLYOL","","21854","21.85","50700"
"2021-01-11","Dow Agrosciences Industrial Ltda","Nippon Express","VISAKHAPATNAM","SANTOS","29242999","1 X 40 CONTAINERS CONTAINING 156 DRUMS OF  THIFLUZAMIDE TECH","","8820","8.82","130000"
"2021-01-10","Parex Brasil Industria E Comercio De Argamassas Ltda","Dow Group","WALSRODE","NAVEGANTES","39123990","1 X 40 CONTAINERS CONTAINING 756 BAGS OF  METHYL HYDROXYETHYL CELLULOSE","","19542","19.54","96300"
"2021-01-10","Dow Brasil Sudeste Industrial Ltda","Hoyer","HOUSTON (TX)","SANTOS","29150000","3 X 20 CONTAINERS CONTAINING 3 FLEXITANK OF   PROPIONIC ACID WITH NOTLESS THAN 90% ACID BY MASS","","60019","60.02","50500"
"2021-01-10","Parex Brasil Industria E Comercio De Argamassas Ltda","Dow Group","WALSRODE","NAVEGANTES","39123990","1 X 40 CONTAINERS CONTAINING 756 BAGS OF  METHYL HYDROXYETHYL CELLULOSE","","19542","19.54","96300"
"2021-01-10","Dow Brasil Sudeste Industrial Ltda","Hoyer","HOUSTON (TX)","SANTOS","29150000","2 X 20 CONTAINERS CONTAINING 2 FLEXITANK OF   PROPIONIC ACID WITH NOTLESS THAN 90% ACID BY MASS","","41331","41.33","34700"
"2021-01-10","Parex Brasil Industria E Comercio De Argamassas Ltda","Dow Group","WALSRODE","NAVEGANTES","39123990","1 X 40 CONTAINERS CONTAINING 756 BAGS OF  METHYL HYDROXYETHYL CELLULOSE","","19542","19.54","96300"
"2021-01-10","Fmc Quimica Do Brasil Ltda","Fmc Agro Singapore Pte., Ltd.","SINGAPORE","SANTOS","38080000","1 X 40 CONTAINERS CONTAINING 20 TOTE OF PREMIO 20SC E2Y45 CN LA1209 1000L TOTE","","23060","23.06","242000"
"2021-01-10","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","39070000","1 X 40 CONTAINERS CONTAINING 17 IBCS OF CARBOWAX(TM) POLYETHYLENE GLYCOL 400","","19709","19.71","52300"
"2021-01-10","Panasonic Do Brasil Limitada","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 14 IBCS OF VORACOR(TM) CE 164 ISOCYANATE PE IBC","","17640","17.64","42300"
"2021-01-10","Cnh Industrial Brasil Ltda","Sumitomo Construction Machinery Co., Ltd.","YOKOHAMA","SANTOS","00330000","3 X 40 CONTAINERS CONTAINING 42 PACK OF PARTS FOR SUMITOMO HYDRAULIC EXCAVATOR","","18380","18.38",""
"2021-01-10","Cnh Industrial Brasil Ltda","Sumitomo Construction Machinery Co., Ltd.","YOKOHAMA","SANTOS","00330000","41 PACK OF ACCESSORIES  OF THE MOTOR VEHICLES","","17080","17.08",""
"2021-01-10","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","29220000","1 X 40 CONTAINERS CONTAINING 15 IBCS OF VERSENEX(TM) 80 CHELATING AGENT 2800 LB CORROSIVE LIQUID, BASIC, ORGANIC N.O.S.CORROSIVE LIQUID, BASIC, ORGANIC N.O.S. SODIUM HYDROXIDE","","19965","19.97","35700"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 76 DRUMS OF ISONATE(TM) 143L MODIFIED MDI","","18546","18.55",""
"2021-01-10","Dow Agrosciences Industrial Ltda","Quimetal Industrial Sa","SAN ANTONIO","SANTOS","38089993","4 X 20 CONTAINERS CONTAINING 3200 BAGS OF DEFEND WDG","","83200","83.2","534000"
"2021-01-10","Sertrading Br Ltda","Emerald Kalama Chemical","WIDNES","NAVEGANTES","29062900","1 X 20 CONTAINERS CONTAINING 1 CANS OF KALAMA R CYPRIOL","","649","0.65","5300"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","29290000","1 X 40 CONTAINERS CONTAINING 76 DRUMS OF ISONATE(TM) 125MDR PURE MDI 500 LB","","18202","18.2","47000"
"2021-01-10","Cnh Industrial Brasil Ltda","Sumitomo Construction Machinery Co., Ltd.","YOKOHAMA","SANTOS","00330000","12 PACK OF OTHER MATERIALS","","7620","7.62",""
"2021-01-10","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","29220000","1 X 40 CONTAINERS CONTAINING 15 IBCS OF VERSENEX(TM) 80 CHELATING CORROSIVE LIQUID, BASIC, ORGANIC N.O.S.CORROSIVE LIQUID, BASIC, ORGANIC N.O.S. SODIUM HYDROXIDE","","19965","19.97","35700"
"2021-01-10","Albaugh Agro Brasil Ltda","Hailir Pesticides & Chemicals Group Co., Ltd.","SHANGHAI","SANTOS","38089199","1 X 40 CONTAINERS CONTAINING 1440 CARTONS OF GRANARY(IMIDACLOPRID 70% WDG)","","20736","20.74","92800"
"2021-01-10","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29322000","1 X 20 CONTAINERS CONTAINING 240 DRUMS OF ABAMECTIN TECH PESTICIDE, SOLID, TOXIC","","6720","6.72","132000"
"2021-01-10","Syngenta Protecao De Cultivos Ltda","Shanghai Freemen","SHANGHAI","SANTOS","29313912","8 X 40 CONTAINERS CONTAINING 240 BAGS OF GLYPHOSATE TECH. 95% MIN PMG TECNICO","","192720","192.72","926000"
"2021-01-10","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","29220000","1 X 40 CONTAINERS CONTAINING 12 IBCS OF VERSENEX(TM) 80 CHELATING AGENT 2800 LB CORROSIVE LIQUID, BASIC, ORGANIC .O.S.CORROSIVE LIQUID, BASIC, ORGANIC N.O.S. SODIUM HYDROXIDE","","15972","15.97","28600"
"2021-01-10","Bayer Sa","Dhl Global Forwarding","TOLUCA","SANTOS","30049000","1 X 40 CONTAINERS CONTAINING 20 PACKAGES OF FLANAX 550MG TAFI BLI 15 BR","","1279","1.28","3200"
"2021-01-10","Dow Agrosciences Industrial Ltda","Nutrichem Holding Hong Kong Ltd.","SHANGHAI","SANTOS","38089329","2 X 20 CONTAINERS CONTAINING 1200 CARTONS OF TEBUTHIURON 500 G,L SC (COMBINE)","","29760","29.76","136000"
"2021-01-10","Syngenta Protecao De Cultivos Ltda","Nantong Jiangshan Agrochemical & Chemicals Ltd.","SHANGHAI","SANTOS","29313912","10 X 40 CONTAINERS CONTAINING 300 BAGS OF ´GLYPHOSATE TECH. 95% MIN PMG TECNICO","","241050","241.05","1158000"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 16 IBCS OF ISONATE(TM) 143L MODIFIED MDI","","18358","18.36",""
"2021-01-10","Syngenta Protecao De Cultivos Ltda","Shanghai Freemen","SHANGHAI","SANTOS","29313912","8 X 40 CONTAINERS CONTAINING 240 BAGS OF GLYPHOSATE TECH. 95% MIN PMG TECNICO","","192720","192.72","926000"
"2021-01-10","Sumitomo Rubber Do Brasil Ltda","Css Logistics","LAEM CHABANG","PARANAGUA","40020000","2 X 20 CONTAINERS CONTAINING 32 PACK OF SYNTHETIC RUBBER HPR850R S-SBR (SOLUTION POLYMERIZATION STYRENE BUTADIENE RUBBER)","","37760","37.76","73200"
"2021-01-10","Dow Agrosciences Industrial Ltda","Nutrichem Holding Hong Kong Ltd.","SHANGHAI","SANTOS","38089329","3 X 20 CONTAINERS CONTAINING 1800 CARTONS OF TEBUTHIURON 500 G,L SC (COMBINE)","","44640","44.64","204000"
"2021-01-10","Dow Agrosciences Industrial Ltda","Shangyu Nutrichem Co., Ltd.","SHANGHAI","SANTOS","29090000","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF GOAL TECHNICAL (GOAL TECNICO II)","","11768","11.77","88800"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 76 DRUMS OF ISONATE(TM) 143L MODIFIED MDI","","18546","18.55",""
"2021-01-10","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29333919","1 X 20 CONTAINERS CONTAINING 360 DRUMS OF FLUROXIPIR MEPTILICO TECH CLASS","","9900","9.9","359000"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","29290000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF ISONATE(TM) 50 OP PURE MDI 500 LB DRUM","","17619","17.62","45500"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","NEW ORLEANS (LA)","ITAGUAI","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOW(TM) HIGH DENSITY POLYETH YLENE RESIN","","100484","100.48","108000"
"2021-01-10","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","LEUNA","ITAJAI","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF DOW(TM) LDPE 352E RESIN POLYETHYLEN:E","","25120","25.12","55700"
"2021-01-10","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","SANTOS","38089329","2 X 40 CONTAINERS CONTAINING 4800 CARTONS OF METSULFURON-METHYL 60%WDG(NUFURON","","13920","13.92","63500"
"2021-01-10","Dow Agrosciences Industrial Ltda","Nutrichem Holding Hong Kong Ltd.","SHANGHAI","SANTOS","38089329","2 X 20 CONTAINERS CONTAINING 1200 CARTONS OF TEBUTHIURON 500 G,L SC(COMBINE)","","29760","29.76","136000"
"2021-01-10","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 16 IBCS OF VORACOR(TM) CE 120 ISOCYANATE PE IBC RETURNABLE 2700 LB","","21045","21.05","50400"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","29290000","1 X 40 CONTAINERS CONTAINING 76 DRUMS OF ISONATE(TM) 125MDR PURE MDI 500 LB","","18202","18.2","47000"
"2021-01-10","Fmc Quimica Do Brasil Ltda","Jiangsu Kuaida Agrochemical Co., Ltd.","SHANGHAI","SANTOS","29242120","1 X 40 CONTAINERS CONTAINING 40 BAGS OF ZEMASTER TECNICO(DIURON TECHNICAL)","","18880","18.88","245000"
"2021-01-10","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29189912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF 2,4-D ACID","","100300","100.3","653000"
"2021-01-10","Dow Agrosciences Industrial Ltda","Nutrichem Holding Hong Kong Ltd.","SHANGHAI","SANTOS","38089329","1 X 20 CONTAINERS CONTAINING 580 CARTONS OF TEBUTHIURON 500 G,L SC (COMBINE)","","14384","14.38","65600"
"2021-01-10","Sertrading Br Ltda","Emerald Kalama Chemical","WIDNES","NAVEGANTES","29120000","79 DRUMS OF KALAMA R LILESTRALIS TM PURE","","16091","16.09","74700"
"2021-01-10","Syngenta Protecao De Cultivos Ltda","Jiangshan Agrochemical & Chemicals Singapore Pte., Ltd.","SHANGHAI","SANTOS","29313912","4 X 40 CONTAINERS CONTAINING 120 BAGS OF GLYPHOSATE TECH. 95% MIN.(","","96420","96.42","463000"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","NEW ORLEANS (LA)","ITAGUAI","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF AGILITY(TM) EC 7000 PERFORMANCE LDPE","","100484","100.48","108000"
"2021-01-10","Dow Agrosciences Industrial Ltda","Nutrichem Holding Hong Kong Ltd.","SHANGHAI","SANTOS","38089329","3 X 20 CONTAINERS CONTAINING 1800 CARTONS OF TEBUTHIURON 500 G,L SC(COMBINE)","","44640","44.64","204000"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","29290000","1 X 40 CONTAINERS CONTAINING 76 DRUMS OF ISONATE(TM) 125MDR PURE MDI 500 LB STEEL RED DRUM","","18202","18.2","47000"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","39090000","2 X 40 CONTAINERS CONTAINING 148 DRUMS OF PAPI(TM) 27 POLYMERIC MDI","","39664","39.66","95000"
"2021-01-10","Syngenta Protecao De Cultivos Ltda","Shanghai Freemen","SHANGHAI","SANTOS","29313912","8 X 40 CONTAINERS CONTAINING 240 BAGS OF GLYPHOSATE TECH. 95% MIN","","192720","192.72","926000"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","NEW ORLEANS (LA)","PORTO DE ITAGUAI","39014000","1 X 20 CONTAINERS CONTAINING 238 BAGS OF POLYMERS  OF ETHYLENE","","6039","6.04","5500"
"2021-01-10","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29189912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF 2,4-D ACID","","100300","100.3","653000"
"2021-01-10","Blue Cube Brasil Comercio De Produtos Quimicos Ltda","Blue Cube Operations Llc","PLAQUEMINE (LA)","PARANAGUA","28151000","SODIUM HYDROXIDE SOLUTION CAUSTIC SODA","","4076559.08","4076.56","632000"
"2021-01-10","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","NEW ORLEANS (LA)","ITAGUAI","39012000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOW(TM) HIGH DENSITY POLYETHYLENE RESIN","","100484","100.48","110000"
"2021-01-10","Albaugh Agro Brasil Ltda","Hailir Pesticides & Chemicals Group Co., Ltd.","SHANGHAI","SANTOS","38089199","1 X 40 CONTAINERS CONTAINING 1440 CARTONS OF IMIDACLOPRID 70% WDG","","19440","19.44","87000"
"2021-01-09","Bandeirante Quimica Ltda","Dow Group","NEW ORLEANS (LA)","SANTOS","29210000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF DIETHYLENETRIAMINE","","16906","16.91","44600"
"2021-01-09","Deere Hitachi Maquinas De Construcao Do Brasil Sa","Hitachi Construction Machinery Trading Co., Ltd.","TOKYO","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 21 PACKAGES OF NEW COMPONENTS FOR HYDRAULIC  EXCAVATOR","","18260","18.26",""
"2021-01-09","Fibracem Teleinformatica Ltda","Dow Group","HOUSTON (TX)","PARANAGUA","39010000","1 X 40 CONTAINERS CONTAINING 32 PACKAGES OF AXELERON(TM GP 6059 BK CPD 635 KILOGRAM OCTABIN","","20868","20.87","22500"
"2021-01-09","Deere Hitachi Maquinas De Construcao Do Brasil Sa","Hitachi Construction Machinery Trading Co., Ltd.","TOKYO","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 18 PACKAGES OF NEW COMPONENTS FOR HYDRAULIC  EXCAVATOR","","13343","13.34",""
"2021-01-09","Fmc Quimica Do Brasil Ltda","China Jiangsu International Economic And Technical","SHANGHAI","SANTOS","29333999","2 X 40 CONTAINERS CONTAINING 1280 DRUMS OF MEPIQUAT TECNICO CHEMINOVA","","35840","35.84","1300000"
"2021-01-09","Deere Hitachi Maquinas De Construcao Do Brasil Sa","Hitachi Construction Machinery Trading Co., Ltd.","TOKYO","SANTOS","84000000","1 X 40 CONTAINERS CONTAINING 13 PACKAGES OF NEW COMPONENTS FOR HYDRAULIC  EXCAVATOR","","7149","7.15",""
"2021-01-09","Deere Hitachi Maquinas De Construcao Do Brasil Sa","Hitachi Construction Machinery Trading Co., Ltd.","TOKYO","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 30 PACKAGES OF NEW COMPONENTS FOR HYDRAULIC  EXCAVATOR","","21945","21.94",""
"2021-01-09","Deere Hitachi Maquinas De Construcao Do Brasil Sa","Hitachi Construction Machinery Trading Co., Ltd.","NAGOYA","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 24 PACKAGES OF NEW COMPONENTS FOR HYDRAULIC  EXCAVATOR","","12923","12.92",""
"2021-01-09","Syngenta Protecao De Cultivos Ltda","Shandong Weifang Rainbow Chemical","QINGDAO","SANTOS","38089329","1 X 40 CONTAINERS CONTAINING 1008 CARTONS OF TEBUTHIURON 80% WG ENTONE","","22722","22.72","104000"
"2021-01-09","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","PORT ALLEN (LA)","ITAGUAI","39010000","4 X 40 CONTAINERS CONTAINING 128 BIDONS OF CONTINUUM(TM) DMDE-1250 NT 7 HIGH  DENSITY POLYETHYLENE RESI","","88691","88.69","95700"
"2021-01-09","Cryovac Londrina Ltda","Dow Group","HOUSTON (TX)","PARANAGUA","39010000","1 X 20 CONTAINERS CONTAINING 14 BINS OF AFFINITY(TM) PF 1146G POLYOLEFIN PLASTOMER","","8962","8.96","9700"
"2021-01-09","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Taizhou Bailly Chemical Co., Ltd.","SHANGHAI","SANTOS","29242992","1 X 40 CONTAINERS CONTAINING 682 PACKAGES OF DIFLUBENZURON TECNICO DIFLUBENZURON TECH 98%","","19706","19.71","207000"
"2021-01-09","Deere Hitachi Maquinas De Construcao Do Brasil Sa","Hitachi Construction Machinery Trading Co., Ltd.","TOKYO","SANTOS","84000000","1 X 40 CONTAINERS CONTAINING 13 PACKAGES OF NEW COMPONENTS FOR HYDRAULIC  EXCAVATOR","","7220","7.22",""
"2021-01-09","Scholle Ltda","Dow Group","PORT ALLEN (LA)","SANTOS","39010000","1 X 20 CONTAINERS CONTAINING 16 PACKAGES OF XUS 59900.103 EXPERIMENTAL POLYETHYLENE RESIN","","11117","11.12","12000"
"2021-01-09","Deere Hitachi Maquinas De Construcao Do Brasil Sa","Hitachi Construction Machinery Trading Co., Ltd.","TOKYO","SANTOS","00330000","1 X 40 CONTAINERS CONTAINING 24 PACKAGES OF NEW COMPONENTS FOR HYDRAULIC  EXCAVATOR","","14180","14.18",""
